family_members,family_country,country_name,region,income
JP2008530167A,JP,Japan,Eastern Asia,High income
KR2007112174A,KR,Korea,Eastern Asia,High income
MX2007010156A,MX,Mexico,Central America,Upper middle income
RU2007135053A,RU,Russian Federation,Eastern Europe,Upper middle income
CA2607532C,CA,Canada,Northern America,High income
CN101213311A,CN,China,Eastern Asia,Upper middle income
CN101213311B,CN,China,Eastern Asia,Upper middle income
IL187002A,IL,Israel,Western Asia,High income
CN101146827A,CN,China,Eastern Asia,Upper middle income
ZA200707138B,ZA,South Africa,Southern Africa,Upper middle income
CN101198695A,CN,China,Eastern Asia,Upper middle income
JP2008543294A,JP,Japan,Eastern Asia,High income
AU200128754A,AU,Australia,Australia and New Zealand,High income
BR200107679A,BR,Brazil,South America,Upper middle income
CA2397508C,CA,Canada,Northern America,High income
CA2871789C,CA,Canada,Northern America,High income
CN102172398A,CN,China,Eastern Asia,Upper middle income
CN1416352A,CN,China,Eastern Asia,Upper middle income
CN1416352B,CN,China,Eastern Asia,Upper middle income
JP2003520248A,JP,Japan,Eastern Asia,High income
JP2011116793A,JP,Japan,Eastern Asia,High income
JP2013181035A,JP,Japan,Eastern Asia,High income
JP2013181036A,JP,Japan,Eastern Asia,High income
JP2013181037A,JP,Japan,Eastern Asia,High income
JP2015193652A,JP,Japan,Eastern Asia,High income
MX2002006962A,MX,Mexico,Central America,Upper middle income
NZ520466A,NZ,New Zealand,Australia and New Zealand,High income
RU2002122111A,RU,Russian Federation,Eastern Europe,Upper middle income
CN101238129A,CN,China,Eastern Asia,Upper middle income
JP2008545442A,JP,Japan,Eastern Asia,High income
KR2008024194A,KR,Korea,Eastern Asia,High income
MX2007015610A,MX,Mexico,Central America,Upper middle income
RU2007147917A,RU,Russian Federation,Eastern Europe,Upper middle income
CA2614326C,CA,Canada,Northern America,High income
JP2009501019A,JP,Japan,Eastern Asia,High income
AU200172544A,AU,Australia,Australia and New Zealand,High income
JP2004504029A,JP,Japan,Eastern Asia,High income
NZ523649A,NZ,New Zealand,Australia and New Zealand,High income
BR200512360A,BR,Brazil,South America,Upper middle income
JP2008503562A,JP,Japan,Eastern Asia,High income
RU2007102281A,RU,Russian Federation,Eastern Europe,Upper middle income
CN101283085A,CN,China,Eastern Asia,Upper middle income
IL189402A,IL,Israel,Western Asia,High income
JP2009508472A,JP,Japan,Eastern Asia,High income
MX2008002023A,MX,Mexico,Central America,Upper middle income
RU2008108510A,RU,Russian Federation,Eastern Europe,Upper middle income
CN101238212A,CN,China,Eastern Asia,Upper middle income
JP2009504144A,JP,Japan,Eastern Asia,High income
CN101258244A,CN,China,Eastern Asia,Upper middle income
CN101258244B,CN,China,Eastern Asia,Upper middle income
JP2009504145A,JP,Japan,Eastern Asia,High income
CN101268188A,CN,China,Eastern Asia,Upper middle income
CN101268188B,CN,China,Eastern Asia,Upper middle income
JP2007061087A,JP,Japan,Eastern Asia,High income
JP2012110332A,JP,Japan,Eastern Asia,High income
KR2008034019A,KR,Korea,Eastern Asia,High income
CN101268192A,CN,China,Eastern Asia,Upper middle income
JP2009507503A,JP,Japan,Eastern Asia,High income
KR2008065613A,KR,Korea,Eastern Asia,High income
JP2009510109A,JP,Japan,Eastern Asia,High income
JP2009504156A,JP,Japan,Eastern Asia,High income
JP2009508479A,JP,Japan,Eastern Asia,High income
AU199738918A,AU,Australia,Australia and New Zealand,High income
BR199712012A,BR,Brazil,South America,Upper middle income
CA2264488C,CA,Canada,Northern America,High income
CN1168500C,CN,China,Eastern Asia,Upper middle income
CN1229358A,CN,China,Eastern Asia,Upper middle income
IL128804A,IL,Israel,Western Asia,High income
JP2001501082A,JP,Japan,Eastern Asia,High income
KR2001029487A,KR,Korea,Eastern Asia,High income
NZ334667A,NZ,New Zealand,Australia and New Zealand,High income
JP2009511045A,JP,Japan,Eastern Asia,High income
ME2268B,ME,Montenegro,Southern Europe,Upper middle income
RU2007146458A,RU,Russian Federation,Eastern Europe,Upper middle income
CA2629405C,CA,Canada,Northern America,High income
JP2009511044A,JP,Japan,Eastern Asia,High income
CA2628219C,CA,Canada,Northern America,High income
JP2009513160A,JP,Japan,Eastern Asia,High income
CN101321866A,CN,China,Eastern Asia,Upper middle income
CN101321866B,CN,China,Eastern Asia,Upper middle income
JP2007130013A,JP,Japan,Eastern Asia,High income
CA2628152C,CA,Canada,Northern America,High income
CA2628158C,CA,Canada,Northern America,High income
CA2628397C,CA,Canada,Northern America,High income
CN101325967A,CN,China,Eastern Asia,Upper middle income
CN101346152A,CN,China,Eastern Asia,Upper middle income
CN101365483A,CN,China,Eastern Asia,Upper middle income
CN101365483B,CN,China,Eastern Asia,Upper middle income
CN101365485A,CN,China,Eastern Asia,Upper middle income
CN101370515A,CN,China,Eastern Asia,Upper middle income
CN102727885A,CN,China,Eastern Asia,Upper middle income
CN102755645A,CN,China,Eastern Asia,Upper middle income
JP2009514838A,JP,Japan,Eastern Asia,High income
JP2009514839A,JP,Japan,Eastern Asia,High income
JP2009514840A,JP,Japan,Eastern Asia,High income
JP2009514841A,JP,Japan,Eastern Asia,High income
JP2009514842A,JP,Japan,Eastern Asia,High income
JP2009514844A,JP,Japan,Eastern Asia,High income
JP2009514850A,JP,Japan,Eastern Asia,High income
JP2012140470A,JP,Japan,Eastern Asia,High income
JP2012167123A,JP,Japan,Eastern Asia,High income
JP2015143282A,JP,Japan,Eastern Asia,High income
JP2017075179A,JP,Japan,Eastern Asia,High income
KR2008069232A,KR,Korea,Eastern Asia,High income
NZ567978A,NZ,New Zealand,Australia and New Zealand,High income
NZ567979A,NZ,New Zealand,Australia and New Zealand,High income
NZ567980A,NZ,New Zealand,Australia and New Zealand,High income
NZ567981A,NZ,New Zealand,Australia and New Zealand,High income
NZ568210A,NZ,New Zealand,Australia and New Zealand,High income
NZ568211A,NZ,New Zealand,Australia and New Zealand,High income
NZ568212A,NZ,New Zealand,Australia and New Zealand,High income
NZ592713A,NZ,New Zealand,Australia and New Zealand,High income
NZ594482A,NZ,New Zealand,Australia and New Zealand,High income
CA2619693C,CA,Canada,Northern America,High income
CN101291694A,CN,China,Eastern Asia,Upper middle income
CN101291694B,CN,China,Eastern Asia,Upper middle income
JP2009508540A,JP,Japan,Eastern Asia,High income
KR2007052179A,KR,Korea,Eastern Asia,High income
AU200120764A,AU,Australia,Australia and New Zealand,High income
AU199930949A,AU,Australia,Australia and New Zealand,High income
AU200040692A,AU,Australia,Australia and New Zealand,High income
AU200173149A,AU,Australia,Australia and New Zealand,High income
AU200228940A,AU,Australia,Australia and New Zealand,High income
BR199908823A,BR,Brazil,South America,Upper middle income
BR200009505A,BR,Brazil,South America,Upper middle income
CN1299414A,CN,China,Eastern Asia,Upper middle income
CN1370182A,CN,China,Eastern Asia,Upper middle income
JP2002533056A,JP,Japan,Eastern Asia,High income
JP2002543769A,JP,Japan,Eastern Asia,High income
JP2004513615A,JP,Japan,Eastern Asia,High income
JP2004523222A,JP,Japan,Eastern Asia,High income
JP2005522209A,JP,Japan,Eastern Asia,High income
JP2007534929A,JP,Japan,Eastern Asia,High income
JP2008178413A,JP,Japan,Eastern Asia,High income
JP2008510464A,JP,Japan,Eastern Asia,High income
JP2010227112A,JP,Japan,Eastern Asia,High income
KR2001041992A,KR,Korea,Eastern Asia,High income
KR2002007354A,KR,Korea,Eastern Asia,High income
MX2001009962A,MX,Mexico,Central America,Upper middle income
NZ506699A,NZ,New Zealand,Australia and New Zealand,High income
NZ514818A,NZ,New Zealand,Australia and New Zealand,High income
YU20010729A,YU,Yugoslavia,NA,NA
ZA200004866B,ZA,South Africa,Southern Africa,Upper middle income
CA2643136C,CA,Canada,Northern America,High income
JP2009521229A,JP,Japan,Eastern Asia,High income
TW200745336A,TW,"Taiwan, Province of China",Eastern Asia,High income
TWI472619B,TW,"Taiwan, Province of China",Eastern Asia,High income
CN101501207A,CN,China,Eastern Asia,Upper middle income
CN101501207B,CN,China,Eastern Asia,Upper middle income
IL192041A,IL,Israel,Western Asia,High income
JP2009518038A,JP,Japan,Eastern Asia,High income
CN101321876A,CN,China,Eastern Asia,Upper middle income
JP2009520483A,JP,Japan,Eastern Asia,High income
CN101365791A,CN,China,Eastern Asia,Upper middle income
CN101365791B,CN,China,Eastern Asia,Upper middle income
KR2008093986A,KR,Korea,Eastern Asia,High income
JP2009521212A,JP,Japan,Eastern Asia,High income
CN101410049A,CN,China,Eastern Asia,Upper middle income
JP2009528509A,JP,Japan,Eastern Asia,High income
CN101395264A,CN,China,Eastern Asia,Upper middle income
CN101395264B,CN,China,Eastern Asia,Upper middle income
JP2008099660A,JP,Japan,Eastern Asia,High income
CA2636844C,CA,Canada,Northern America,High income
CN101374952A,CN,China,Eastern Asia,Upper middle income
CN101374952B,CN,China,Eastern Asia,Upper middle income
MX2008009483A,MX,Mexico,Central America,Upper middle income
CN101495151A,CN,China,Eastern Asia,Upper middle income
CA2651895C,CA,Canada,Northern America,High income
CN101484581A,CN,China,Eastern Asia,Upper middle income
CN105002207A,CN,China,Eastern Asia,Upper middle income
MX2008014405A,MX,Mexico,Central America,Upper middle income
CA2648886C,CA,Canada,Northern America,High income
CN101454456A,CN,China,Eastern Asia,Upper middle income
CN101454456B,CN,China,Eastern Asia,Upper middle income
IL194479A,IL,Israel,Western Asia,High income
JP2009538606A,JP,Japan,Eastern Asia,High income
KR2009029180A,KR,Korea,Eastern Asia,High income
MX2008015182A,MX,Mexico,Central America,Upper middle income
CA2657811C,CA,Canada,Northern America,High income
CN101479379A,CN,China,Eastern Asia,Upper middle income
CN101479379B,CN,China,Eastern Asia,Upper middle income
JP2009542214A,JP,Japan,Eastern Asia,High income
CA2520279C,CA,Canada,Northern America,High income
CN1788088A,CN,China,Eastern Asia,Upper middle income
CN1788088B,CN,China,Eastern Asia,Upper middle income
IL171133A,IL,Israel,Western Asia,High income
JP2007215547A,JP,Japan,Eastern Asia,High income
JP2007524363A,JP,Japan,Eastern Asia,High income
JP2011103897A,JP,Japan,Eastern Asia,High income
JP2013247959A,JP,Japan,Eastern Asia,High income
MX2005010260A,MX,Mexico,Central America,Upper middle income
NZ542902A,NZ,New Zealand,Australia and New Zealand,High income
CN101506366A,CN,China,Eastern Asia,Upper middle income
JP2009539368A,JP,Japan,Eastern Asia,High income
CA2658639C,CA,Canada,Northern America,High income
JP2009544290A,JP,Japan,Eastern Asia,High income
CN101535474A,CN,China,Eastern Asia,Upper middle income
CN101535474B,CN,China,Eastern Asia,Upper middle income
KR2009036581A,KR,Korea,Eastern Asia,High income
TW200817512A,TW,"Taiwan, Province of China",Eastern Asia,High income
BR200307620A,BR,Brazil,South America,Upper middle income
CA2475214C,CA,Canada,Northern America,High income
CN102392028A,CN,China,Eastern Asia,Upper middle income
CN102392028B,CN,China,Eastern Asia,Upper middle income
CN1630712A,CN,China,Eastern Asia,Upper middle income
CN1630712B,CN,China,Eastern Asia,Upper middle income
IL162866A,IL,Israel,Western Asia,High income
IL192371A,IL,Israel,Western Asia,High income
JP2005517406A,JP,Japan,Eastern Asia,High income
KR2004081199A,KR,Korea,Eastern Asia,High income
ME472B,ME,Montenegro,Southern Europe,Upper middle income
MX2004007777A,MX,Mexico,Central America,Upper middle income
RU2004124521A,RU,Russian Federation,Eastern Europe,Upper middle income
TW200303918A,TW,"Taiwan, Province of China",Eastern Asia,High income
TWI341330B,TW,"Taiwan, Province of China",Eastern Asia,High income
ZA200405345B,ZA,South Africa,Southern Africa,Upper middle income
JP2005513440A,JP,Japan,Eastern Asia,High income
CN101516180A,CN,China,Eastern Asia,Upper middle income
CA2659246C,CA,Canada,Northern America,High income
CN101636488A,CN,China,Eastern Asia,Upper middle income
CN101636488B,CN,China,Eastern Asia,Upper middle income
JP2009544335A,JP,Japan,Eastern Asia,High income
MX2009001004A,MX,Mexico,Central America,Upper middle income
MY162581A,MY,Malaysia,South-Eastern Asia,Upper middle income
NZ575237A,NZ,New Zealand,Australia and New Zealand,High income
RU2009107208A,RU,Russian Federation,Eastern Europe,Upper middle income
ZA200901254B,ZA,South Africa,Southern Africa,Upper middle income
JP2009138174A,JP,Japan,Eastern Asia,High income
CA2657132C,CA,Canada,Northern America,High income
CN101512002A,CN,China,Eastern Asia,Upper middle income
JP2010502203A,JP,Japan,Eastern Asia,High income
MX2009000556A,MX,Mexico,Central America,Upper middle income
CA2663034C,CA,Canada,Northern America,High income
CA2921048C,CA,Canada,Northern America,High income
CN102026645A,CN,China,Eastern Asia,Upper middle income
CN102026645B,CN,China,Eastern Asia,Upper middle income
CN105769931A,CN,China,Eastern Asia,Upper middle income
JP2010503660A,JP,Japan,Eastern Asia,High income
JP2015038065A,JP,Japan,Eastern Asia,High income
CN101522891A,CN,China,Eastern Asia,Upper middle income
JP2010504741A,JP,Japan,Eastern Asia,High income
KR2009077059A,KR,Korea,Eastern Asia,High income
CN101595222A,CN,China,Eastern Asia,Upper middle income
CN101595222B,CN,China,Eastern Asia,Upper middle income
CN103710376A,CN,China,Eastern Asia,Upper middle income
MX2009005514A,MX,Mexico,Central America,Upper middle income
AU200141474A,AU,Australia,Australia and New Zealand,High income
CA2670273C,CA,Canada,Northern America,High income
CN101573444A,CN,China,Eastern Asia,Upper middle income
CN101573444B,CN,China,Eastern Asia,Upper middle income
JP2008118985A,JP,Japan,Eastern Asia,High income
JP2008125396A,JP,Japan,Eastern Asia,High income
CN101535495A,CN,China,Eastern Asia,Upper middle income
TW200846473A,TW,"Taiwan, Province of China",Eastern Asia,High income
IL207381A,IL,Israel,Western Asia,High income
JP2011512128A,JP,Japan,Eastern Asia,High income
CA2674304C,CA,Canada,Northern America,High income
CN101679989A,CN,China,Eastern Asia,Upper middle income
CN101679989B,CN,China,Eastern Asia,Upper middle income
JP2010514451A,JP,Japan,Eastern Asia,High income
KR2009125047A,KR,Korea,Eastern Asia,High income
CA2643416C,CA,Canada,Northern America,High income
CN101437954A,CN,China,Eastern Asia,Upper middle income
CN101437954B,CN,China,Eastern Asia,Upper middle income
JP2009528842A,JP,Japan,Eastern Asia,High income
MX2008011477A,MX,Mexico,Central America,Upper middle income
CA2671572C,CA,Canada,Northern America,High income
CN101622004A,CN,China,Eastern Asia,Upper middle income
CN101622004B,CN,China,Eastern Asia,Upper middle income
RU2009125600A,RU,Russian Federation,Eastern Europe,Upper middle income
ZA200904662B,ZA,South Africa,Southern Africa,Upper middle income
CA2672052C,CA,Canada,Northern America,High income
JP2010512308A,JP,Japan,Eastern Asia,High income
JP2009517088A,JP,Japan,Eastern Asia,High income
KR2008082880A,KR,Korea,Eastern Asia,High income
JP2010522560A,JP,Japan,Eastern Asia,High income
CA2521862C,CA,Canada,Northern America,High income
JP2006523142A,JP,Japan,Eastern Asia,High income
JP2011025243A,JP,Japan,Eastern Asia,High income
JP2014111257A,JP,Japan,Eastern Asia,High income
JP2017006920A,JP,Japan,Eastern Asia,High income
JP2017209671A,JP,Japan,Eastern Asia,High income
CN102046775A,CN,China,Eastern Asia,Upper middle income
CN101631862A,CN,China,Eastern Asia,Upper middle income
CN101631862B,CN,China,Eastern Asia,Upper middle income
JP2008271956A,JP,Japan,Eastern Asia,High income
CN101688190A,CN,China,Eastern Asia,Upper middle income
CN101688190B,CN,China,Eastern Asia,Upper middle income
JP2010523145A,JP,Japan,Eastern Asia,High income
KR2010019417A,KR,Korea,Eastern Asia,High income
JP2008200004A,JP,Japan,Eastern Asia,High income
CN101424640A,CN,China,Eastern Asia,Upper middle income
CN101424640B,CN,China,Eastern Asia,Upper middle income
IL195324A,IL,Israel,Western Asia,High income
CA2679719C,CA,Canada,Northern America,High income
CA2680590C,CA,Canada,Northern America,High income
IL200818A,IL,Israel,Western Asia,High income
JP2010521469A,JP,Japan,Eastern Asia,High income
JP2015038089A,JP,Japan,Eastern Asia,High income
MX2009009780A,MX,Mexico,Central America,Upper middle income
NZ580425A,NZ,New Zealand,Australia and New Zealand,High income
CA2684612C,CA,Canada,Northern America,High income
CN101743303A,CN,China,Eastern Asia,Upper middle income
JP2010525325A,JP,Japan,Eastern Asia,High income
CN101679962A,CN,China,Eastern Asia,Upper middle income
IL201975A,IL,Israel,Western Asia,High income
JP2008278784A,JP,Japan,Eastern Asia,High income
KR2010024407A,KR,Korea,Eastern Asia,High income
MX2009011101A,MX,Mexico,Central America,Upper middle income
MY154495A,MY,Malaysia,South-Eastern Asia,Upper middle income
NZ581251A,NZ,New Zealand,Australia and New Zealand,High income
RU2009145502A,RU,Russian Federation,Eastern Europe,Upper middle income
TW200909577A,TW,"Taiwan, Province of China",Eastern Asia,High income
TWI468515B,TW,"Taiwan, Province of China",Eastern Asia,High income
CA2700180C,CA,Canada,Northern America,High income
CN101918559A,CN,China,Eastern Asia,Upper middle income
CN103382487A,CN,China,Eastern Asia,Upper middle income
CN104962579A,CN,China,Eastern Asia,Upper middle income
EG26600A,EG,Egypt,Northern Africa,Lower middle income
IL202568A,IL,Israel,Western Asia,High income
JP2010531136A,JP,Japan,Eastern Asia,High income
KR2010037602A,KR,Korea,Eastern Asia,High income
KR2013075787A,KR,Korea,Eastern Asia,High income
MX2009013665A,MX,Mexico,Central America,Upper middle income
NZ581944A,NZ,New Zealand,Australia and New Zealand,High income
NZ598417A,NZ,New Zealand,Australia and New Zealand,High income
RU2010101024A,RU,Russian Federation,Eastern Europe,Upper middle income
RU2013137208A,RU,Russian Federation,Eastern Europe,Upper middle income
ZA201000207B,ZA,South Africa,Southern Africa,Upper middle income
CN101820896A,CN,China,Eastern Asia,Upper middle income
JP2010529128A,JP,Japan,Eastern Asia,High income
CA2691842C,CA,Canada,Northern America,High income
CN101903038A,CN,China,Eastern Asia,Upper middle income
IL202917A,IL,Israel,Western Asia,High income
MX2010000410A,MX,Mexico,Central America,Upper middle income
NZ582626A,NZ,New Zealand,Australia and New Zealand,High income
NZ621859A,NZ,New Zealand,Australia and New Zealand,High income
CA2691799C,CA,Canada,Northern America,High income
CN101796192A,CN,China,Eastern Asia,Upper middle income
CN101796192B,CN,China,Eastern Asia,Upper middle income
JP2010530230A,JP,Japan,Eastern Asia,High income
MX2009014055A,MX,Mexico,Central America,Upper middle income
CN102224624A,CN,China,Eastern Asia,Upper middle income
CN102224624B,CN,China,Eastern Asia,Upper middle income
JP2012506492A,JP,Japan,Eastern Asia,High income
JP2010535531A,JP,Japan,Eastern Asia,High income
CA2700082C,CA,Canada,Northern America,High income
CN101827949A,CN,China,Eastern Asia,Upper middle income
CN101827949B,CN,China,Eastern Asia,Upper middle income
JP2010538673A,JP,Japan,Eastern Asia,High income
JP2015143698A,JP,Japan,Eastern Asia,High income
KR2010075506A,KR,Korea,Eastern Asia,High income
CN101802169A,CN,China,Eastern Asia,Upper middle income
CN101802169B,CN,China,Eastern Asia,Upper middle income
JP2009089708A,JP,Japan,Eastern Asia,High income
CA2698091C,CA,Canada,Northern America,High income
CN101855338A,CN,China,Eastern Asia,Upper middle income
CN101855338B,CN,China,Eastern Asia,Upper middle income
JP2010537634A,JP,Japan,Eastern Asia,High income
JP2014087373A,JP,Japan,Eastern Asia,High income
JP2016171818A,JP,Japan,Eastern Asia,High income
JP2017140054A,JP,Japan,Eastern Asia,High income
MX2010002242A,MX,Mexico,Central America,Upper middle income
RU2010112393A,RU,Russian Federation,Eastern Europe,Upper middle income
CA2598514C,CA,Canada,Northern America,High income
CN101128581A,CN,China,Eastern Asia,Upper middle income
CN101128581B,CN,China,Eastern Asia,Upper middle income
CN101935657A,CN,China,Eastern Asia,Upper middle income
CN101935657B,CN,China,Eastern Asia,Upper middle income
JP2008531000A,JP,Japan,Eastern Asia,High income
JP2012080886A,JP,Japan,Eastern Asia,High income
KR2007107781A,KR,Korea,Eastern Asia,High income
KR2012106979A,KR,Korea,Eastern Asia,High income
NZ560542A,NZ,New Zealand,Australia and New Zealand,High income
NZ585821A,NZ,New Zealand,Australia and New Zealand,High income
CN101888831A,CN,China,Eastern Asia,Upper middle income
CN101883853A,CN,China,Eastern Asia,Upper middle income
CN101883853B,CN,China,Eastern Asia,Upper middle income
KR2009025902A,KR,Korea,Eastern Asia,High income
CN101896491A,CN,China,Eastern Asia,Upper middle income
CN101896491B,CN,China,Eastern Asia,Upper middle income
CN100523184C,CN,China,Eastern Asia,Upper middle income
CN101560509A,CN,China,Eastern Asia,Upper middle income
CN101560509B,CN,China,Eastern Asia,Upper middle income
CN1357624A,CN,China,Eastern Asia,Upper middle income
JP2002218989A,JP,Japan,Eastern Asia,High income
JP2002306176A,JP,Japan,Eastern Asia,High income
JP2007061101A,JP,Japan,Eastern Asia,High income
JP2009159978A,JP,Japan,Eastern Asia,High income
CN100519753C,CN,China,Eastern Asia,Upper middle income
CN1875106A,CN,China,Eastern Asia,Upper middle income
JP2005137309A,JP,Japan,Eastern Asia,High income
AU199919795A,AU,Australia,Australia and New Zealand,High income
BR199906927A,BR,Brazil,South America,Upper middle income
CN1224708C,CN,China,Eastern Asia,Upper middle income
CN1292820A,CN,China,Eastern Asia,Upper middle income
CN1597694A,CN,China,Eastern Asia,Upper middle income
JP2002508966A,JP,Japan,Eastern Asia,High income
JP2009100781A,JP,Japan,Eastern Asia,High income
RU2004107217A,RU,Russian Federation,Eastern Europe,Upper middle income
CA2706619C,CA,Canada,Northern America,High income
CN101969995A,CN,China,Eastern Asia,Upper middle income
JP2011504486A,JP,Japan,Eastern Asia,High income
JP2014159454A,JP,Japan,Eastern Asia,High income
JP2016155867A,JP,Japan,Eastern Asia,High income
KR2010108527A,KR,Korea,Eastern Asia,High income
KR2016079140A,KR,Korea,Eastern Asia,High income
NZ585674A,NZ,New Zealand,Australia and New Zealand,High income
CA2705841C,CA,Canada,Northern America,High income
JP2009128206A,JP,Japan,Eastern Asia,High income
CA2704654C,CA,Canada,Northern America,High income
CN101896606A,CN,China,Eastern Asia,Upper middle income
CN101896606B,CN,China,Eastern Asia,Upper middle income
CN101903522A,CN,China,Eastern Asia,Upper middle income
CN101903522B,CN,China,Eastern Asia,Upper middle income
CN101978063A,CN,China,Eastern Asia,Upper middle income
CN104818224A,CN,China,Eastern Asia,Upper middle income
JP2011502524A,JP,Japan,Eastern Asia,High income
JP2014236739A,JP,Japan,Eastern Asia,High income
ZA201003996B,ZA,South Africa,Southern Africa,Upper middle income
JP2009142259A,JP,Japan,Eastern Asia,High income
CA2649134C,CA,Canada,Northern America,High income
CA2813435C,CA,Canada,Northern America,High income
CN101466829A,CN,China,Eastern Asia,Upper middle income
CN101466829B,CN,China,Eastern Asia,Upper middle income
CN102586319A,CN,China,Eastern Asia,Upper middle income
IL193333A,IL,Israel,Western Asia,High income
JP2009525729A,JP,Japan,Eastern Asia,High income
JP2013126424A,JP,Japan,Eastern Asia,High income
KR2008113367A,KR,Korea,Eastern Asia,High income
NZ570455A,NZ,New Zealand,Australia and New Zealand,High income
NZ596626A,NZ,New Zealand,Australia and New Zealand,High income
AU200059055A,AU,Australia,Australia and New Zealand,High income
CA2372707C,CA,Canada,Northern America,High income
JP2003504857A,JP,Japan,Eastern Asia,High income
JP2011211207A,JP,Japan,Eastern Asia,High income
CN101970648A,CN,China,Eastern Asia,Upper middle income
JP2011505869A,JP,Japan,Eastern Asia,High income
KR2009066250A,KR,Korea,Eastern Asia,High income
KR2010047100A,KR,Korea,Eastern Asia,High income
CN202011883U,CN,China,Eastern Asia,Upper middle income
CA2618665C,CA,Canada,Northern America,High income
MY144014A,MY,Malaysia,South-Eastern Asia,Upper middle income
CA2711895C,CA,Canada,Northern America,High income
CN101952446A,CN,China,Eastern Asia,Upper middle income
CN101952446B,CN,China,Eastern Asia,Upper middle income
IL206606A,IL,Israel,Western Asia,High income
JP2011509081A,JP,Japan,Eastern Asia,High income
KR2010109950A,KR,Korea,Eastern Asia,High income
MX2010007336A,MX,Mexico,Central America,Upper middle income
NZ586939A,NZ,New Zealand,Australia and New Zealand,High income
RU2010133217A,RU,Russian Federation,Eastern Europe,Upper middle income
ZA201005245B,ZA,South Africa,Southern Africa,Upper middle income
CN101970023A,CN,China,Eastern Asia,Upper middle income
JP2011511668A,JP,Japan,Eastern Asia,High income
JP2015205208A,JP,Japan,Eastern Asia,High income
CA2717482C,CA,Canada,Northern America,High income
CN102016559A,CN,China,Eastern Asia,Upper middle income
CN102016559B,CN,China,Eastern Asia,Upper middle income
JP2011513738A,JP,Japan,Eastern Asia,High income
JP2015148622A,JP,Japan,Eastern Asia,High income
KR2011021724A,KR,Korea,Eastern Asia,High income
MX2010009828A,MX,Mexico,Central America,Upper middle income
AP2911A,AP,African Regional Intellectual Property Organization,patent,NA
CN101365479A,CN,China,Eastern Asia,Upper middle income
CN101365479B,CN,China,Eastern Asia,Upper middle income
CR10064A,CR,Costa Rica,Central America,Upper middle income
ECSP20088599A,EC,Ecuador,South America,Upper middle income
IL191835A,IL,Israel,Western Asia,High income
JP2009518007A,JP,Japan,Eastern Asia,High income
KR2008098359A,KR,Korea,Eastern Asia,High income
MX2008007056A,MX,Mexico,Central America,Upper middle income
MY147379A,MY,Malaysia,South-Eastern Asia,Upper middle income
NZ595736A,NZ,New Zealand,Australia and New Zealand,High income
TW200801187A,TW,"Taiwan, Province of China",Eastern Asia,High income
TWI531652B,TW,"Taiwan, Province of China",Eastern Asia,High income
ZA200805050B,ZA,South Africa,Southern Africa,Upper middle income
JP2011512796A,JP,Japan,Eastern Asia,High income
KR2010121642A,KR,Korea,Eastern Asia,High income
CA2716375C,CA,Canada,Northern America,High income
JP2011512163A,JP,Japan,Eastern Asia,High income
BR200314094A,BR,Brazil,South America,Upper middle income
CA2497165C,CA,Canada,Northern America,High income
CN102188700A,CN,China,Eastern Asia,Upper middle income
CN1688334A,CN,China,Eastern Asia,Upper middle income
JP2006503822A,JP,Japan,Eastern Asia,High income
JP2010150287A,JP,Japan,Eastern Asia,High income
JP2013139471A,JP,Japan,Eastern Asia,High income
MX2005002316A,MX,Mexico,Central America,Upper middle income
NZ538673A,NZ,New Zealand,Australia and New Zealand,High income
RU2005108994A,RU,Russian Federation,Eastern Europe,Upper middle income
JP2011517410A,JP,Japan,Eastern Asia,High income
MX2010011068A,MX,Mexico,Central America,Upper middle income
ZA201006736B,ZA,South Africa,Southern Africa,Upper middle income
CN102089433A,CN,China,Eastern Asia,Upper middle income
CN102089433B,CN,China,Eastern Asia,Upper middle income
CN104263751A,CN,China,Eastern Asia,Upper middle income
IL208819A,IL,Israel,Western Asia,High income
IL225584A,IL,Israel,Western Asia,High income
MX2010011511A,MX,Mexico,Central America,Upper middle income
ZA201007414B,ZA,South Africa,Southern Africa,Upper middle income
CN101978057A,CN,China,Eastern Asia,Upper middle income
CN101978057B,CN,China,Eastern Asia,Upper middle income
JP2009254350A,JP,Japan,Eastern Asia,High income
AU200050977A,AU,Australia,Australia and New Zealand,High income
BR200010721A,BR,Brazil,South America,Upper middle income
CA2373236C,CA,Canada,Northern America,High income
CA2838395C,CA,Canada,Northern America,High income
CN100338218C,CN,China,Eastern Asia,Upper middle income
CN101116744A,CN,China,Eastern Asia,Upper middle income
CN101116744B,CN,China,Eastern Asia,Upper middle income
CN102580072A,CN,China,Eastern Asia,Upper middle income
CN1362992A,CN,China,Eastern Asia,Upper middle income
JP2003500420A,JP,Japan,Eastern Asia,High income
JP2007224047A,JP,Japan,Eastern Asia,High income
JP2013047274A,JP,Japan,Eastern Asia,High income
MX2001011867A,MX,Mexico,Central America,Upper middle income
NZ515935A,NZ,New Zealand,Australia and New Zealand,High income
NZ528254A,NZ,New Zealand,Australia and New Zealand,High income
NZ536676A,NZ,New Zealand,Australia and New Zealand,High income
NZ545647A,NZ,New Zealand,Australia and New Zealand,High income
CN102015756A,CN,China,Eastern Asia,Upper middle income
CN102015756B,CN,China,Eastern Asia,Upper middle income
JP2011515086A,JP,Japan,Eastern Asia,High income
CN101998987A,CN,China,Eastern Asia,Upper middle income
